,lat,lon,postcode,city,state,village,first_postcode_part,second_postcode_part
64,50.46583796102888,-4.810434742288129,PL30 5NR,0,England,Withiel,PL,30
65,50.49875382903391,-4.645561907941081,PL30 4HY,0,England,Cardinham,PL,30
66,50.53143424987693,-4.48050906821992,0,0,England,0,0,0
67,50.563896778485635,-4.315185615772305,PL17 8LW,0,England,Treburley,PL,17
68,50.59612282678515,-4.149684270195213,PL19 0LB,West Devon,England,Mary Tavy,PL,19
69,50.62812970188947,-3.983914203443676,0,West Devon,England,0,0,0
70,50.659899072931424,-3.8179684111029233,TQ13 8JQ,West Devon,England,0,TQ,13
71,50.691447998101,-3.6517558467298494,EX6 7JX,Teignbridge,England,0,EX,6
72,50.7227584051818,-3.485369779648527,EX1 3EG,Exeter,England,0,EX,1
73,50.7538471023404,-3.3187189473603493,EX11 1LN,East Devon,England,West Hill,EX,11
74,50.875869665753925,-2.650044258380741,BA22 9RR,0,England,Halstock,BA,22
75,50.90578965101672,-2.4823635298266438,DT9 5GF,0,England,Folke,DT,9
76,50.93547598485406,-2.3144710174747862,DT10 1NB,0,England,Hinton St Mary,DT,10
77,50.964936257615385,-2.146321218578485,SP5 5AX,0,England,Ashmore,SP,5
78,50.99415357858749,-1.9780086043627412,SP5 5RB,0,England,0,SP,5
79,51.023143617545756,-1.809440970374356,0,0,England,0,0,0
80,51.051889750182646,-1.6407130478229557,SP5 1JJ,0,England,West Dean,SP,5
81,51.080407390407906,-1.4717324299404502,SO20 6PG,Test Valley,England,0,SO,20
82,51.108680181692755,-1.3025941051661385,SO23 7LS,Winchester,England,Springvale,SO,23
83,51.136723281058394,-1.1332054670694385,0,Winchester,England,0,0,0
84,51.16452060111535,-0.9636617584859422,GU34 2NG,East Hampshire,England,Holybourne,GU,34
85,51.19208704098647,-0.7938701760199429,GU10 3JY,Waverley,England,Wrecclesham,GU,10
86,51.21940678376882,-0.6239262139924366,GU3 1DQ,0,England,Compton,GU,3
87,51.24649446969014,-0.4537368747858985,KT24 6EW,0,England,West Horsley,KT,24
88,51.27333455366777,-0.2833979012167796,KT18 6PN,Mole Valley,England,Headley,KT,18
89,51.299941416051006,-0.11281610423484455,CR5 1ET,London,England,0,CR,5
90,51.32629978489708,0.057912527916033976,TN16 3AB,London,England,0,TN,16
91,51.35242377970714,0.2288813728856896,DA4 0AJ,0,England,Eynsford,DA,4
92,51.378298402983454,0.3999942001491788,DA13 0XB,Gravesham,England,Luddesdown,DA,13
93,51.403937512423106,0.5713445730774541,ME3 9LB,0,England,0,ME,3
94,51.429326386263504,0.7428360220892632,ME12 1LN,Swale,England,Queenborough,ME,12
95,51.454478619456005,0.9145622933547738,0,0,England,0,0,0
96,51.47937976724754,1.086426681538468,0,0,England,0,0,0
97,50.570746821601716,-4.862460614742103,PL27 6QN,0,England,St Minver,PL,27
98,50.6037338092322,-4.697267816843616,PL32 9RJ,0,England,Michaelstow,PL,32
99,50.63648497543602,-4.531893505449611,PL15 8PP,0,England,St Clether,PL,15
100,50.66901791067818,-4.366246898167051,PL15 8TP,0,England,Yeolmbridge,PL,15
101,50.70131398410475,-4.200420897377612,EX20 4JP,West Devon,England,Bratton Clovelly,EX,20
102,50.73339053797204,-4.0343244985258595,EX20 1SW,West Devon,England,0,EX,20
103,50.76522919904306,-3.868050882042752,EX17 5BA,West Devon,England,0,EX,17
104,50.7968470602486,-3.7015088235160656,EX17 5BR,Mid Devon,England,Coleford,EX,17
105,50.828226007421634,-3.5347917791710888,EX5 5JU,Mid Devon,England,Thorverton,EX,5
106,50.85938288306132,-3.367808307093024,0,Mid Devon,England,0,0,0
107,50.890299833514106,-3.200652136969322,EX15 3QU,Mid Devon,England,0,EX,15
108,50.920984967786566,-3.0332780831101145,TA20 3JF,South Somerset,England,0,TA,20
109,50.95144614007065,-2.8656407322797537,TA19 0JT,South Somerset,England,Shepton Beauchamp,TA,19
110,50.981674242830394,-2.69778762879056,0,South Somerset,England,0,0,0
111,51.0116604296959,-2.529766570617481,DT9 4LT,South Somerset,England,Corton Denham,DT,9
112,51.04141256257034,-2.3615321873531547,BA9 9PR,South Somerset,England,Cucklington,BA,9
113,51.07093824623169,-2.1930388860850782,SP3 6BP,0,England,East Knoyle,SP,3
114,51.100220550025426,-2.0243813340973977,SP3 5RU,0,England,Teffont Magna,SP,3
115,51.12927517614277,-1.855467141165463,SP4 6NG,0,England,Middle Woodford,SP,4
116,51.15808546080852,-1.6863912365675642,SP4 0HA,0,England,Newton Tony,SP,4
117,51.18666684990492,-1.5170610263894726,SP11 7NQ,Test Valley,England,Anna Valley,SP,11
118,51.21500294791912,-1.347571699137371,RG28 7RF,Basingstoke and Deane,England,0,RG,28
119,51.24310894339524,-1.177830459874577,RG23 7HT,Basingstoke and Deane,England,Oakley,RG,23
120,51.27096871045312,-1.007932753489583,RG24 7BB,Basingstoke and Deane,England,Up Nately,RG,24
121,51.29859717928272,-0.8377855867358251,GU51 1AA,Hart,England,0,GU,51
122,51.32597849499373,-0.6674846579600638,GU24 9NA,Surrey Heath,England,0,GU,24
123,51.35312732841911,-0.4969367783647924,KT15 3RB,Runnymede,England,0,KT,15
124,51.38002809700187,-0.32623789675101617,KT7 0AJ,Elmbridge,England,0,KT,7
125,51.406695211228474,-0.15529463157553106,CR4 2NE,London,England,0,CR,4
126,51.43311336220478,0.01579682098950045,BR1 5LW,London,England,0,BR,1
127,51.45929669909507,0.18713003238326914,DA1 4PJ,London,England,0,DA,1
128,51.48523018798277,0.3586085622248074,RM16 3LP,0,England,Chadwell St Mary,RM,16
129,51.51092771574829,0.5303261689537908,0,0,England,Coryton,0,0
130,51.53637452475228,0.7021861712221714,SS1 1HP,0,England,0,SS,1
131,50.70868898162502,-4.74920401626532,PL30 5DU,0,England,0,PL,30
132,50.74151118188625,-4.583507225651696,EX23 0NL,0,England,Wainhouse Corner,EX,23
133,50.77411481203651,-4.417536441366484,EX22 6LG,Torridge,England,0,EX,22
134,50.80648119825296,-4.251384749130383,EX22 7YQ,Torridge,England,0,EX,22
135,50.83862771806408,-4.0849609672914635,EX20 3QN,Torridge,England,Petrockstowe,EX,20
136,50.87053595567376,-3.918358461700196,0,Mid Devon,England,0,0,0
137,50.90222303888236,-3.751485829376866,EX17 4TG,North Devon,England,West Worlington,EX,17
138,50.93367081138346,-3.584436714041349,EX16 8BS,Mid Devon,England,0,EX,16
139,50.96489615013674,-3.417119493751997,EX16 7LZ,Mid Devon,England,Huntsham,EX,16
140,50.99588115977893,-3.2496280877596275,TA21 0QL,Somerset West and Taunton,England,Lower Westford,TA,21
141,51.02663396463919,-3.0819172225733538,TA2 8DE,Somerset West and Taunton,England,Monkton Heathfield,TA,2
142,51.05716243380621,-2.9139413955633344,TA3 6ET,Somerset West and Taunton,England,Burrowbridge,TA,3
143,51.08745743719997,-2.7457482491524114,TA11 6PE,South Somerset,England,Compton Dundon,TA,11
144,51.11751010635247,-2.5773856813209943,BA4 6RU,Wells,England,0,BA,4
145,51.147328318082465,-2.4088082327371576,BA4 6BA,Mendip,England,Upton Noble,BA,4
146,51.176919691642844,-2.2399702199948623,BA12 7PU,0,England,0,BA,12
147,51.20626725625196,-2.070966507119883,0,0,England,0,0,0
148,51.23538674664017,-1.9017045174510259,SP3 4HS,0,England,0,SP,3
149,51.26426145937988,-1.7322793790376467,SP4 9PT,0,England,Haxton,SP,4
150,51.292906872447894,-1.5625983101424548,SP11 9EZ,0,England,Chute Standen,SP,11
151,51.32130655116356,-1.3927567000608705,RG20 9SH,Basingstoke and Deane,England,Ashmansworth,RG,20
152,51.349475715714675,-1.2226615646614447,RG19 8AY,Basingstoke and Deane,England,0,RG,19
153,51.37739820154789,-1.0524085516279018,RG7 3WZ,0,England,Mortimer Common,RG,7
154,51.40508897003978,-0.8819044771624773,RG41 4SJ,0,England,Barkham,RG,41
155,51.43253212813134,-0.7112452444000193,RG42 6LY,0,England,Winkfield,RG,42
156,51.459742377378845,-0.5403374726511753,TW19 5NJ,0,England,Wraysbury,TW,19
157,51.486704097571014,-0.3692773174837609,TW5 0SB,London,England,0,TW,5
158,51.51343172944836,-0.19797120413833488,W11 3EE,London,England,0,W,11
159,51.53990992698657,-0.02651553751755646,E9 5HR,London,England,0,E,9
160,51.56615286912866,0.1451834483417269,RM8 1HB,London,England,0,RM,8
161,51.5921454853619,0.31702910238041376,CM13 3EQ,0,England,Little Warley,CM,13
162,51.61790169186409,0.4891153788526624,CM11 1RJ,0,England,Ramsden Bellhouse,CM,11
163,51.64340669494354,0.6613453838016768,CM3 6LU,0,England,0,CM,3
164,50.879190942113034,-4.469057867986128,EX23 9RP,0,England,Kilkhampton,EX,23
165,50.91162793335036,-4.302579431709903,EX22 7UW,Torridge,England,0,EX,22
166,50.943844710845916,-4.1358271994171245,EX38 8,Torridge,England,0,0,0
167,50.975822816052315,-3.9688947229601834,EX37 9BG,Torridge,England,High Bickington,EX,37
168,51.00757941177043,-3.8016904201835775,0,North Devon,England,0,0,0
169,51.039096299362676,-3.634308122904068,EX36 3PE,North Devon,England,West Anstey,EX,36
170,51.07039039037927,-3.466656028532374,TA22 9NU,Somerset West and Taunton,England,0,TA,22
171,51.101443747555926,-3.2988282465049723,TA4 3PL,Somerset West and Taunton,England,Elworthy,TA,4
172,51.13226451059383,-3.1307794152192296,TA5 1DF,Sedgemoor,England,0,TA,5
173,51.16286056352682,-2.962463942326085,TA7 8PH,Sedgemoor,England,Puriton,TA,7
174,51.193222753619814,-2.7939295686807517,BA6 9TX,Mendip,England,Westhay,BA,6
175,51.223342190196504,-2.6252242926091087,BA5 3AA,Mendip,England,West Horrington,BA,5
176,51.253226765039386,-2.4563025655355606,BA3 5,Mendip,England,Highbury,0,0
177,51.28288411192346,-2.2871186132272414,BA11 6AD,Mendip,England,Rode,BA,11
178,51.312297219751365,-2.117767497144292,BA14 6NJ,0,England,Keevil,BA,14
179,51.34148185591786,-1.9481564535130167,SN10 3HX,0,England,Etchilhampton,SN,10
180,51.3704212771552,-1.7783808098668323,SN8 4JW,0,England,Oare,SN,8
181,51.39913099365881,-1.608347595957397,SN8 3JA,0,England,Chisbury,SN,8
182,51.42759453139363,-1.4381524026026489,RG20 8NL,0,England,Hoe Benham,RG,20
183,51.455827142313936,-1.2677020557764456,RG18 9TQ,0,England,Hermitage,RG,18
184,51.48381262300773,-1.0970924067113046,RG8 8JT,0,England,Pangbourne,RG,8
185,51.51156596615966,-0.9262300803465428,RG9 4JT,South Oxfordshire,England,Harpsden,RG,9
186,51.539071240357714,-0.7552111853789352,SL6 6NJ,0,England,0,SL,6
187,51.56634317800179,-0.5839421485038441,SL2 4HA,0,England,0,SL,2
188,51.59336612104325,-0.4125193328500531,HA5 2QB,London,England,0,HA,5
189,51.62015454059547,-0.2408489697068335,NW7 4JY,London,England,0,NW,7
190,51.646693053322466,-0.06902767352173023,EN1 1LH,London,England,0,EN,1
191,51.672995868063296,0.10303851693885828,CM16 7EU,Epping Forest,England,Theydon Bois,CM,16
192,51.699047877529104,0.2752527391030754,CM5 9RJ,Epping Forest,England,High Ongar,CM,5
193,51.724863027310896,0.44770914379741744,CM1 3AT,Chelmsford,England,0,CM,1
194,51.75042648748621,0.6203106236015444,CM9 6QY,0,England,Ulting,CM,9
195,51.775751939438784,0.7931515159600427,CM9 8EL,0,England,Tolleshunt D'Arcy,CM,9
196,51.80082483191594,0.9661344719601408,CO5 8TE,0,England,0,CO,5
197,51.0167521806889,-4.354005920850752,EX39 5DZ,Torridge,England,Bucks Mills,EX,39
198,51.04903950855113,-4.186924171071376,EX39 1LZ,0,England,0,EX,39
199,51.081087773363,-4.019660642289339,EX32 8RB,North Devon,England,Goodleigh,EX,32
200,51.11291417305722,-3.8521235725644143,EX32 7QP,North Devon,England,0,EX,32
201,51.144500466472394,-3.6844069824116623,TA24 7JY,Somerset West and Taunton,England,0,TA,24
202,51.175863599879655,-3.5164188879726965,0,Somerset West and Taunton,England,0,0,0
203,51.20698559392165,-3.3482535894912053,TA23 0BA,Somerset West and Taunton,England,0,TA,23
204,51.23787460372099,-3.1798656369413885,0,0,England,0,0,0
205,51.26853852830512,-3.0112093479291246,TA8 2LN,Sedgemoor,England,Berrow,TA,8
206,51.298968192172346,-2.842332562063236,BS25 1DJ,0,England,Winscombe,BS,25
207,51.32915468232727,-2.673283378354684,BS40 6PT,0,England,Nempnett Thrubwell,BS,40
208,51.35910590556439,-2.504016158664331,BS39 4NS,0,England,Hunstrete,BS,39
209,51.38882951022804,-2.334485037598274,BA2 6,0,England,Bathampton,0,0
210,51.41830844471559,-2.1647852747438137,SN13 9PZ,0,England,Gastard,SN,13
211,51.44755850921178,-1.9948239185375796,0,0,England,0,0,0
212,51.47656292042023,-1.8246964967102968,SN4 9PE,0,England,Winterbourne Bassett,SN,4
213,51.505337220879326,-1.6543098498132467,SN8 2LF,0,England,0,SN,8
214,51.53386489701209,-1.4837597709206398,RG17 7UU,0,England,0,RG,17
215,51.56216123266245,-1.3129528954102934,OX11 0PH,Vale of White Horse,England,Chilton,OX,11
216,51.59020998537322,-1.1419852788177898,OX10 9EJ,South Oxfordshire,England,0,OX,10
217,51.61802617925914,-0.9707633541062288,OX49 5HF,South Oxfordshire,England,Cookley Green,OX,49
218,51.64559384436996,-0.7993834363091002,HP14 3AA,0,England,0,HP,14
219,51.67292774406963,-0.6277517587813984,HP7 0HR,0,England,0,HP,7
220,51.70001218228841,-0.4559648930081472,WD4 8QN,Dacorum,England,0,WD,4
221,51.72686166063157,-0.2839288755905385,AL2 1JW,St. Albans,England,London Colney,AL,2
222,51.75346075826904,-0.11174053133679608,SG13 8PY,East Hertfordshire,England,Little Berkhamsted,SG,13
223,51.77982371405357,0.060694297005510225,SG12 8LF,East Hertfordshire,England,Eastwick,SG,12
224,51.80593538373926,0.2332785345155525,CM22 7DB,Uttlesford,England,0,CM,22
225,51.83180974244653,0.4061065293519493,CM6 3PL,Uttlesford,England,0,CM,6
226,51.85743192384278,0.5790809597742171,CM77 8HS,0,England,Black Notley,CM,77
227,51.882815638350934,0.7522963618544871,CO6 1JA,0,England,Great Tey,CO,6
228,51.90794629886509,0.925655170406792,CO4 0HL,0,England,0,CO,4
229,51.93283047981022,1.0992039256750152,CO11 2QN,0,England,Mistley Heath,CO,11
230,51.9574744856538,1.2729893645964836,IP9 1QD,Babergh,England,Shotley Gate,IP,9
231,51.121853753381814,-4.405666092802581,0,0,England,0,0,0
232,51.15421192646424,-4.2382537532636135,EX33 1PA,North Devon,England,0,EX,33
233,51.18633064506415,-4.070658085292783,EX34 9TB,North Devon,England,Berrynarbor,EX,34
234,51.21822714237828,-3.902787146552481,EX31 4QT,North Devon,England,Martinhoe,EX,31
235,51.249883134527295,-3.7347351468598564,0,0,England,0,0,0
236,51.28131560263442,-3.566409920462009,0,0,England,0,0,0
237,51.31250652505578,-3.3979059590340537,CF72 9JY,0,Wales,0,CF,72
238,51.4349474176702,-2.7215647548809017,BS48 1LH,Bristol,England,0,BS,48
239,51.464965576770474,-2.5519508215225977,0,Bristol,England,0,0,0
240,51.49475572585757,-2.3820712954092853,SN14 8,0,England,Hinton,0,0
241,51.524300772632635,-2.212021634951656,SN14 6,0,England,Grittleton,0,0
242,51.55361655019685,-2.041708700115004,SN15 5,0,England,Little Somerford,0,0
243,51.58268623503499,-1.8712282195443124,SN5 4AT,0,England,Purton,SN,5
244,51.61152540215376,-1.7004868438965766,SN6 7GQ,0,England,Sevenhampton,SN,6
245,51.640117498245104,-1.5295805692399724,SN7 8HE,Vale of White Horse,England,Shellingford,SN,7
246,51.66847783916664,-1.3584158396501846,OX13 6QL,Vale of White Horse,England,Marcham,OX,13
247,51.69659014322813,-1.1870889157243183,OX44 9NH,South Oxfordshire,England,Toot Baldon,OX,44
248,51.724469466096906,-1.0155060377311362,OX9 2PA,South Oxfordshire,England,Tiddington,OX,9
249,51.75209979909794,-0.8437637278200719,HP17 9UD,0,England,0,HP,17
