"row" "col"
"1662" 59 72
"1663" 60 72
"1664" 62 72
"1665" 63 72
"1666" 33 73
"1667" 34 73
"1668" 38 73
"1669" 47 73
"1670" 48 73
"1671" 49 73
"1672" 52 73
"1673" 53 73
"1674" 54 73
"1675" 55 73
"1676" 56 73
"1677" 57 73
"1678" 58 73
"1679" 59 73
"1680" 48 74
"1681" 52 74
"1682" 53 74
"1683" 54 74
"1684" 55 74
"1685" 56 74
"1686" 57 74
"1687" 58 74
"1688" 59 74
"1689" 60 74
"1690" 61 74
"1691" 62 74
"1692" 63 74
"1693" 45 75
"1694" 48 75
"1695" 49 75
"1696" 50 75
"1697" 51 75
"1698" 53 75
"1699" 54 75
"1700" 55 75
"1701" 56 75
"1702" 57 75
"1703" 58 75
"1704" 59 75
"1705" 60 75
"1706" 61 75
"1707" 62 75
"1708" 44 76
"1709" 45 76
"1710" 46 76
"1711" 49 76
"1712" 50 76
"1713" 51 76
"1714" 52 76
"1715" 53 76
"1716" 54 76
"1717" 55 76
"1718" 56 76
"1719" 57 76
"1720" 58 76
"1721" 59 76
"1722" 60 76
"1723" 61 76
"1724" 62 76
"1725" 47 77
"1726" 49 77
"1727" 50 77
"1728" 51 77
"1729" 52 77
"1730" 53 77
"1731" 54 77
"1732" 55 77
"1733" 56 77
"1734" 57 77
"1735" 58 77
"1736" 59 77
"1737" 60 77
"1738" 61 77
"1739" 62 77
"1740" 63 77
"1741" 64 77
"1742" 65 77
"1743" 50 78
"1744" 51 78
"1745" 52 78
"1746" 53 78
"1747" 54 78
"1748" 55 78
"1749" 56 78
"1750" 57 78
"1751" 58 78
"1752" 59 78
"1753" 60 78
"1754" 61 78
"1755" 62 78
"1756" 63 78
"1757" 64 78
"1758" 65 78
"1759" 50 79
"1760" 51 79
"1761" 52 79
"1762" 53 79
"1763" 54 79
"1764" 55 79
"1765" 56 79
"1766" 57 79
"1767" 58 79
"1768" 59 79
"1769" 60 79
"1770" 61 79
"1771" 62 79
"1772" 63 79
"1773" 64 79
"1774" 65 79
"1775" 66 79
"1776" 67 79
"1777" 47 80
"1778" 48 80
"1779" 49 80
"1780" 51 80
"1781" 52 80
"1782" 53 80
"1783" 54 80
"1784" 55 80
"1785" 56 80
"1786" 57 80
"1787" 58 80
"1788" 59 80
"1789" 60 80
"1790" 61 80
"1791" 62 80
"1792" 63 80
"1793" 64 80
"1794" 65 80
"1795" 66 80
"1796" 67 80
"1797" 48 81
"1798" 49 81
"1799" 50 81
"1800" 52 81
"1801" 53 81
"1802" 54 81
"1803" 55 81
"1804" 56 81
"1805" 57 81
"1806" 58 81
"1807" 59 81
"1808" 60 81
"1809" 61 81
"1810" 62 81
"1811" 63 81
"1812" 64 81
"1813" 65 81
"1814" 66 81
"1815" 67 81
"1816" 68 81
"1817" 47 82
"1818" 48 82
"1819" 49 82
"1820" 50 82
"1821" 51 82
"1822" 52 82
"1823" 53 82
"1824" 54 82
"1825" 55 82
"1826" 56 82
"1827" 57 82
"1828" 58 82
"1829" 59 82
"1830" 60 82
"1831" 61 82
"1832" 62 82
"1833" 63 82
"1834" 64 82
"1835" 65 82
"1836" 66 82
"1837" 67 82
"1838" 68 82
"1839" 48 83
"1840" 49 83
"1841" 50 83
"1842" 51 83
"1843" 52 83
"1844" 53 83
"1845" 54 83
"1846" 55 83
"1847" 56 83
"1848" 57 83
"1849" 58 83
"1850" 59 83
"1851" 60 83
"1852" 61 83
"1853" 62 83
"1854" 63 83
"1855" 64 83
"1856" 65 83
"1857" 66 83
"1858" 67 83
"1859" 68 83
"1860" 69 83
"1861" 50 84
"1862" 51 84
"1863" 52 84
"1864" 53 84
"1865" 54 84
"1866" 55 84
"1867" 56 84
"1868" 57 84
"1869" 58 84
"1870" 59 84
"1871" 60 84
"1872" 61 84
"1873" 62 84
"1874" 63 84
"1875" 64 84
"1876" 65 84
"1877" 66 84
"1878" 67 84
"1879" 68 84
"1880" 69 84
"1881" 70 84
"1882" 51 85
"1883" 52 85
"1884" 53 85
"1885" 54 85
"1886" 55 85
"1887" 56 85
"1888" 57 85
"1889" 58 85
"1890" 59 85
"1891" 60 85
"1892" 61 85
"1893" 62 85
"1894" 63 85
"1895" 64 85
"1896" 65 85
"1897" 66 85
"1898" 67 85
"1899" 68 85
"1900" 69 85
"1901" 70 85
"1902" 48 86
"1903" 52 86
"1904" 53 86
"1905" 54 86
"1906" 55 86
"1907" 56 86
"1908" 57 86
"1909" 58 86
"1910" 59 86
"1911" 60 86
"1912" 61 86
"1913" 62 86
"1914" 63 86
"1915" 64 86
"1916" 65 86
"1917" 66 86
"1918" 67 86
"1919" 68 86
"1920" 50 87
"1921" 51 87
"1922" 52 87
"1923" 53 87
"1924" 54 87
"1925" 55 87
"1926" 56 87
"1927" 57 87
"1928" 58 87
"1929" 59 87
"1930" 60 87
"1931" 61 87
"1932" 62 87
"1933" 63 87
"1934" 64 87
"1935" 65 87
"1936" 49 88
"1937" 50 88
"1938" 53 88
"1939" 54 88
"1940" 55 88
"1941" 56 88
"1942" 57 88
"1943" 58 88
"1944" 59 88
"1945" 60 88
"1946" 44 89
"1947" 49 89
"1948" 52 89
"1949" 53 89
"1950" 54 89
"1951" 55 89
"1952" 56 89
"1953" 57 89
"1954" 58 89
"1955" 59 89
"1956" 60 89
"1957" 61 89
"1958" 44 90
"1959" 48 90
"1960" 49 90
"1961" 50 90
"1962" 53 90
"1963" 54 90
"1964" 55 90
"1965" 56 90
"1966" 57 90
"1967" 58 90
"1968" 59 90
"1969" 60 90
"1970" 44 91
"1971" 50 91
"1972" 53 91
"1973" 54 91
"1974" 55 91
"1975" 56 91
"1976" 57 91
"1977" 58 91
"1978" 59 91
"1979" 60 91
"1980" 61 91
"1981" 62 91
"1982" 45 92
"1983" 53 92
"1984" 54 92
"1985" 55 92
"1986" 56 92
"1987" 57 92
"1988" 58 92
"1989" 59 92
"1990" 60 92
"1991" 61 92
"1992" 62 92
"1993" 63 92
"1994" 64 92
"1995" 45 93
"1996" 56 93
"1997" 57 93
"1998" 58 93
"1999" 59 93
"2000" 60 93
"2001" 61 93
"2002" 62 93
"2003" 63 93
"2004" 64 93
"2005" 65 93
"2006" 66 93
"2007" 47 94
"2008" 48 94
"2009" 56 94
"2010" 57 94
"2011" 58 94
"2012" 59 94
"2013" 60 94
"2014" 61 94
"2015" 62 94
"2016" 63 94
"2017" 64 94
"2018" 65 94
"2019" 66 94
"2020" 48 95
"2021" 49 95
"2022" 50 95
"2023" 57 95
"2024" 58 95
"2025" 59 95
"2026" 60 95
"2027" 61 95
"2028" 62 95
"2029" 63 95
"2030" 64 95
"2031" 65 95
"2032" 66 95
"2033" 67 95
"2034" 48 96
"2035" 49 96
"2036" 50 96
"2037" 58 96
"2038" 59 96
"2039" 60 96
"2040" 61 96
"2041" 62 96
"2042" 63 96
"2043" 48 97
"2044" 49 97
"2045" 50 97
"2046" 51 97
"2047" 58 97
"2048" 59 97
"2049" 51 98
"2050" 52 98
"2051" 67 98
"2052" 68 98
"2053" 68 99
"2054" 69 100
"2055" 79 105
"2056" 79 106
"2057" 79 107
"2058" 80 107
"2059" 80 108
"2060" 80 109
"2061" 80 110
"2062" 81 110
"2063" 82 111
"2064" 59 126
