lat,lon
49.28657064156669,-1.9589068955719509
49.39264991558483,-2.0035814989699534
49.54575991306058,-2.4203884646992315
50.92478749158318,0.3939586783679502
50.78961125106168,-1.16889423465078
50.979590620309004,0.013442447612103912
51.00577121581623,0.18309093311301444
51.031718749868084,0.35297507829422087
51.057418333170716,0.5229992772923286
51.082883736550976,0.693256512718278
51.10810034483312,0.8636509452678908
51.133081667546385,1.0342757366309745
50.189738437276716,-5.034827609937802
50.449176722733064,-3.7184750552971044
50.48058863006279,-3.5529182395485917
50.78196680844984,-1.885896755991708
50.979019661730355,-0.7066461232446212
51.00621706287493,-0.5374120921465153
51.03318325458965,-0.3679357881403967
51.059902766203344,-0.19831254441606022
51.08638991814058,-0.02844955474592068
51.11262951182871,0.1415576060813373
51.13863560778777,0.3118019303336115
51.164393280829636,0.4821876047377869
51.18991633062564,0.6528078047573291
51.2151901066432,0.8235664818256966
51.24022814677483,0.9945569917145713
51.26501607639898,1.1656830538303804
51.28956039426546,1.3369906436378765
51.31386733224772,1.5085259249158818
50.227295696429536,-5.414502266144377
50.261039022664114,-5.250854834653666
50.29454935419366,-5.08702484686551
50.327844702025416,-4.922922315020578
50.52284721342882,-3.933729146723578
50.5545475800433,-3.768110113223384
50.586027854227,-3.602225963156904
50.61727000552589,-3.436169779541253
50.79989976545457,-2.43517562541732
50.829520579093874,-2.2676237904482446
50.858915718967744,-2.099816285836841
50.88806833411951,-1.9318473874313646
50.916994062031584,-1.7636250758861511
50.94567631768013,-1.5952438850443267
50.97413048312421,-1.4266115946082518
51.00234024063618,-1.2578229936722505
51.03032071583495,-1.0887856636245026
51.0580558596398,-0.9195946459893864
51.08556054022592,-0.7501573265231739
51.11281897849701,-0.580568996282536
51.13984578419377,-0.41073684811959904
51.16662544952845,-0.24075641964745803
51.19317232482984,-0.07053471358719093
51.219471174928714,0.09983248894470147
51.24553608977821,0.2704383725415512
51.271352108123175,0.4411869157138321
51.29693305859108,0.612171487507725
51.32226425512126,0.7832958292685445
51.34735926407973,0.9546534915907655
51.37220367586524,1.1261479819387223
51.39680400173832,1.2978253690256796
51.42116648557368,1.4697319112431695
50.39933861340335,-5.139453454966107
50.43270548969226,-4.975035129824848
50.465837961028875,-4.810434742288129
50.49875382903391,-4.645561907941081
50.531434249876924,-4.48050906821992
50.56389677848563,-4.315185615772305
50.596122826785134,-4.149684270195213
50.62812970188947,-3.983914203443676
50.65989907293142,-3.8179684111029233
50.691447998101,-3.6517558467298503
50.7227584051818,-3.485369779648527
50.753847102340394,-3.3187189473603493
50.875869665753925,-2.6500442583807415
50.90578965101672,-2.4823635298266433
50.93547598485406,-2.314471017474786
50.964936257615385,-2.1463212185784846
50.99415357858749,-1.978008604362741
51.023143617545756,-1.8094409703743561
51.05188975018265,-1.6407130478229557
51.080407390407906,-1.4717324299404502
51.10868018169275,-1.3025941051661383
51.1367232810584,-1.1332054670694385
51.16452060111535,-0.9636617584859422
51.19208704098647,-0.7938701760199429
51.21940678376882,-0.6239262139924366
51.24649446969014,-0.45373687478589847
51.27333455366777,-0.2833979012167796
51.299941416051006,-0.11281610423484455
51.32629978489708,0.05791252791603398
51.35242377970713,0.22888137288568958
51.37829840298345,0.3999942001491788
51.4039375124231,0.5713445730774541
51.429326386263504,0.7428360220892632
51.45447861945601,0.9145622933547738
51.47937976724754,1.086426681538468
50.570746821601716,-4.862460614742103
50.603733809232196,-4.697267816843616
50.63648497543602,-4.531893505449611
50.669017910678186,-4.366246898167051
50.70131398410475,-4.200420897377611
50.733390537972035,-4.03432449852586
50.76522919904306,-3.8680508820427524
50.796847060248595,-3.7015088235160656
50.82822600742163,-3.5347917791710888
50.85938288306132,-3.3678083070930236
50.89029983351411,-3.200652136969322
50.920984967786566,-3.0332780831101145
50.95144614007065,-2.8656407322797537
50.98167424283039,-2.6977876287905596
51.0116604296959,-2.529766570617481
51.04141256257034,-2.361532187353155
51.07093824623169,-2.193038886085078
51.10022055002543,-2.0243813340973977
51.12927517614277,-1.855467141165463
51.158085460808515,-1.6863912365675642
51.18666684990492,-1.5170610263894726
51.21500294791912,-1.347571699137371
51.243108943395235,-1.177830459874577
51.27096871045312,-1.007932753489583
51.29859717928272,-0.8377855867358251
51.325978494993734,-0.6674846579600638
51.35312732841911,-0.4969367783647924
51.38002809700187,-0.32623789675101617
51.40669521122848,-0.15529463157553103
51.43311336220478,0.01579682098950045
51.45929669909507,0.18713003238326914
51.48523018798277,0.3586085622248074
51.51092771574829,0.5303261689537908
51.53637452475228,0.7021861712221714
50.708688981625016,-4.74920401626532
50.74151118188626,-4.5835072256516955
50.774114812036494,-4.417536441366484
50.80648119825297,-4.251384749130383
50.838627718064075,-4.084960967291464
50.87053595567376,-3.9183584617001963
50.90222303888236,-3.751485829376866
50.933670811383465,-3.584436714041349
50.964896150136745,-3.4171194937519975
50.99588115977893,-3.2496280877596275
51.02663396463919,-3.081917222573354
51.05716243380621,-2.913941395563334
51.08745743719998,-2.7457482491524114
51.11751010635248,-2.577385681320994
51.147328318082465,-2.4088082327371576
51.176919691642844,-2.2399702199948623
51.206267256251955,-2.070966507119883
51.23538674664017,-1.901704517451026
51.26426145937988,-1.7322793790376467
51.292906872447894,-1.5625983101424548
51.32130655116356,-1.3927567000608705
51.34947571571467,-1.2226615646614447
51.37739820154789,-1.0524085516279018
51.405088970039785,-0.8819044771624773
51.43253212813134,-0.7112452444000193
51.45974237737884,-0.5403374726511753
51.486704097571014,-0.36927731748376086
51.51343172944836,-0.19797120413833488
51.53990992698657,-0.026515537517556465
51.56615286912866,0.1451834483417269
51.5921454853619,0.31702910238041376
51.61790169186409,0.4891153788526624
51.64340669494355,0.6613453838016768
50.879190942113034,-4.469057867986128
50.91162793335036,-4.302579431709903
50.943844710845916,-4.1358271994171245
50.97582281605231,-3.968894722960184
51.00757941177043,-3.8016904201835784
51.039096299362676,-3.6343081229040677
51.070390390379266,-3.4666560285323746
51.10144374755592,-3.2988282465049723
51.13226451059382,-3.1307794152192296
51.16286056352682,-2.962463942326085
51.193222753619814,-2.793929568680752
51.22334219019651,-2.6252242926091087
51.25322676503939,-2.4563025655355606
51.282884111923465,-2.287118613227242
51.312297219751365,-2.1177674971442917
51.341481855917856,-1.9481564535130171
51.370421277155195,-1.7783808098668323
51.39913099365881,-1.608347595957397
51.42759453139363,-1.4381524026026489
51.45582714231394,-1.2677020557764456
51.48381262300773,-1.0970924067113046
51.51156596615966,-0.9262300803465429
51.539071240357714,-0.7552111853789352
